,adult_families_in_shelter,adults_in_families_with_children_in_shelter,children_in_families_with_children_in_shelter,date_of_census,families_with_children_in_shelter,individuals_in_adult_families_in_shelter,single_adult_men_in_shelter,single_adult_women_in_shelter,total_adults_in_shelter,total_children_in_shelter,total_individuals_in_families_with_children_in_shelter_,total_individuals_in_shelter,total_single_adults_in_shelter,individuals_in_shelter
799,2177,17043,23406,2015-12-02T00:00:00.000,12098,4568.0,9164,3572,34347,23406,40449,57753,12736,
800,2179,17059,23415,2015-12-03T00:00:00.000,12122,4571.0,9145,3579,34354,23415,40474,57769,12724,
801,2189,17060,23402,2015-12-04T00:00:00.000,12121,4594.0,9025,3556,34235,23402,40462,57637,12581,
802,2180,17038,23396,2015-12-05T00:00:00.000,12112,4574.0,9126,3582,34320,23396,40434,57716,12708,
803,2185,17054,23419,2015-12-06T00:00:00.000,12125,4583.0,9189,3591,34417,23419,40473,57836,12780,
804,2182,17082,23450,2015-12-07T00:00:00.000,12151,4577.0,9270,3588,34517,23450,40532,57967,12858,
805,2185,17085,23426,2015-12-08T00:00:00.000,12149,4583.0,9280,3604,34552,23426,40511,57978,12884,
806,2195,17092,23430,2015-12-09T00:00:00.000,12153,4603.0,9259,3600,34554,23430,40522,57984,12859,
807,2195,17120,23454,2015-12-10T00:00:00.000,12169,4605.0,9272,3619,34616,23454,40574,58070,12891,
808,2192,17090,23395,2015-12-11T00:00:00.000,12151,4598.0,9177,3592,34457,23395,40485,57852,12769,
809,2188,17085,23413,2015-12-12T00:00:00.000,12148,4592.0,9146,3594,34417,23413,40498,57830,12740,
810,2195,17106,23420,2015-12-13T00:00:00.000,12166,4608.0,9216,3621,34551,23420,40526,57971,12837,
811,2198,17108,23432,2015-12-14T00:00:00.000,12166,4614.0,9241,3603,34566,23432,40540,57998,12844,
812,2198,17082,23403,2015-12-15T00:00:00.000,12148,4612.0,9251,3617,34562,23403,40485,57965,12868,
813,2203,17106,23415,2015-12-16T00:00:00.000,12166,4624.0,9259,3622,34611,23415,40521,58026,12881,
814,2192,17124,23461,2015-12-17T00:00:00.000,12185,4602.0,9218,3631,34575,23461,40585,58036,12849,
815,2199,17063,23407,2015-12-18T00:00:00.000,12151,4621.0,9189,3601,34474,23407,40470,57881,12790,
816,2186,17074,23412,2015-12-19T00:00:00.000,12160,4592.0,9184,3592,34442,23412,40486,57854,12776,
817,2191,17074,23404,2015-12-20T00:00:00.000,12152,4604.0,9258,3613,34549,23404,40478,57953,12871,
818,2192,17082,23422,2015-12-21T00:00:00.000,12158,4605.0,9285,3615,34587,23422,40504,58009,12900,
819,2184,17087,23440,2015-12-22T00:00:00.000,12162,4589.0,9259,3610,34545,23440,40527,57985,12869,
820,2175,17071,23416,2015-12-23T00:00:00.000,12150,4570.0,9236,3609,34486,23416,40487,57902,12845,
821,2180,17086,23410,2015-12-24T00:00:00.000,12157,4580.0,9052,3561,34279,23410,40496,57689,12613,
822,2185,17087,23398,2015-12-25T00:00:00.000,12158,4591.0,9078,3557,34313,23398,40485,57711,12635,
823,2182,17063,23379,2015-12-26T00:00:00.000,12145,4584.0,9116,3557,34320,23379,40442,57699,12673,
824,2183,17029,23338,2015-12-27T00:00:00.000,12121,4586.0,9209,3568,34392,23338,40367,57730,12777,
825,2197,17049,23326,2015-12-28T00:00:00.000,12127,4616.0,9304,3601,34570,23326,40375,57896,12905,
826,2189,17031,23321,2015-12-29T00:00:00.000,12113,4599.0,9294,3593,34517,23321,40352,57838,12887,
827,2195,17080,23400,2015-12-30T00:00:00.000,12154,4610.0,9274,3550,34514,23400,40480,57914,12824,
828,2197,17061,23378,2015-12-31T00:00:00.000,12152,4614.0,8845,3440,33960,23378,40439,57338,12285,
829,2199,17057,23362,2016-01-01T00:00:00.000,12146,4618.0,9116,3476,34267,23362,40419,57629,12592,
830,2200,17053,23361,2016-01-02T00:00:00.000,12144,4622.0,9150,3492,34317,23361,40414,57678,12642,
831,2200,17036,23325,2016-01-03T00:00:00.000,12128,4623.0,9265,3539,34463,23325,40361,57788,12804,
832,2200,17020,23318,2016-01-04T00:00:00.000,12118,4623.0,9380,3588,34611,23318,40338,57929,12968,
833,2200,17049,23358,2016-01-05T00:00:00.000,12138,4626.0,9365,3610,34650,23358,40407,58008,12975,
834,2204,17090,23404,2016-01-06T00:00:00.000,12174,4635.0,9351,3606,34682,23404,40494,58086,12957,
835,2205,17111,23429,2016-01-07T00:00:00.000,12186,4638.0,9334,3625,34708,23429,40540,58137,12959,
836,2201,17115,23401,2016-01-08T00:00:00.000,12198,4626.0,9269,3602,34612,23401,40516,58013,12871,
837,2196,17084,23362,2016-01-09T00:00:00.000,12185,4617.0,9239,3618,34558,23362,40446,57920,12857,
838,2203,17116,23396,2016-01-10T00:00:00.000,12211,4633.0,9301,3631,34681,23396,40512,58077,12932,
839,2208,17130,23426,2016-01-11T00:00:00.000,12217,4642.0,9322,3638,34732,23426,40556,58158,12960,
840,2209,17161,23454,2016-01-12T00:00:00.000,12244,4642.0,9339,3646,34788,23454,40615,58242,12985,
841,2214,17155,23460,2016-01-13T00:00:00.000,12247,4652.0,9364,3659,34830,23460,40615,58290,13023,
842,2222,17190,23484,2016-01-14T00:00:00.000,12274,4668.0,9358,3655,34871,23484,40674,58355,13013,
843,2233,17134,23418,2016-01-15T00:00:00.000,12244,4688.0,9290,3625,34737,23418,40552,58155,12915,
844,2225,17126,23379,2016-01-16T00:00:00.000,12230,4672.0,9272,3615,34685,23379,40505,58064,12887,
845,2231,17168,23456,2016-01-17T00:00:00.000,12257,4684.0,9329,3623,34804,23456,40624,58260,12952,
846,2234,17197,23479,2016-01-18T00:00:00.000,12277,4692.0,9345,3657,34891,23479,40676,58370,13002,
847,2234,17225,23494,2016-01-19T00:00:00.000,12296,4692.0,9389,3639,34945,23494,40719,58439,13028,
848,2242,17164,23398,2016-01-20T00:00:00.000,12258,4708.0,9391,3644,34907,23398,40562,58305,13035,
849,2231,17031,23232,2016-01-21T00:00:00.000,12208,4658.0,9415,3647,34751,23232,40263,57983,13062,
850,2223,17175,23434,2016-01-22T00:00:00.000,12274,4670.0,9368,3636,34849,23434,40609,58283,13004,
851,2230,17194,23450,2016-01-23T00:00:00.000,12279,4686.0,9233,3606,34719,23450,40644,58169,12839,
852,2231,17253,23525,2016-01-24T00:00:00.000,12323,4689.0,9301,3627,34870,23525,40778,58395,12928,
853,2229,17216,23476,2016-01-25T00:00:00.000,12291,4685.0,9390,3628,34919,23476,40692,58395,13018,
854,2226,17165,23409,2016-01-26T00:00:00.000,12256,4677.0,9420,3630,34892,23409,40574,58301,13050,
855,2233,17137,23363,2016-01-27T00:00:00.000,12235,4693.0,9376,3634,34840,23363,40500,58203,13010,
856,2235,17118,23372,2016-01-28T00:00:00.000,12224,4697.0,9386,3636,34837,23372,40490,58209,13022,
857,2227,17137,23398,2016-01-29T00:00:00.000,12240,4679.0,9348,3629,34793,23398,40535,58191,12977,
858,2220,17123,23384,2016-01-30T00:00:00.000,12237,4663.0,9348,3615,34749,23384,40507,58133,12963,
859,2225,17126,23391,2016-01-31T00:00:00.000,12243,4674.0,9371,3622,34793,23391,40517,58184,12993,
860,2229,17147,23384,2016-02-01T00:00:00.000,12248,4683.0,9319,3595,34744,23384,40531,58128,12914,
861,2224,17143,23394,2016-02-02T00:00:00.000,12244,4674.0,9345,3587,34749,23394,40537,58143,12932,
862,2229,17191,23424,2016-02-03T00:00:00.000,12278,4683.0,9354,3579,34807,23424,40615,58231,12933,
863,2230,17196,23406,2016-02-04T00:00:00.000,12283,4687.0,9321,3581,34785,23406,40602,58191,12902,
864,2231,17160,23355,2016-02-05T00:00:00.000,12256,4690.0,9307,3569,34726,23355,40515,58081,12876,
865,2242,17139,23306,2016-02-06T00:00:00.000,12240,4711.0,9296,3562,34708,23306,40445,58014,12858,
866,2242,17165,23342,2016-02-07T00:00:00.000,12257,4711.0,9322,3578,34776,23342,40507,58118,12900,
867,2242,17144,23296,2016-02-08T00:00:00.000,12245,4711.0,9413,3619,34887,23296,40440,58183,13032,
868,2243,17147,23294,2016-02-09T00:00:00.000,12244,4714.0,9426,3627,34914,23294,40441,58208,13053,
869,2245,17154,23294,2016-02-10T00:00:00.000,12250,4715.0,9443,3619,34931,23294,40448,58225,13062,
870,2249,17130,23303,2016-02-11T00:00:00.000,12233,4723.0,9508,3612,34973,23303,40433,58276,13120,
871,2247,17079,23243,2016-02-12T00:00:00.000,12206,4719.0,9447,3603,34848,23243,40322,58091,13050,
872,2251,17082,23266,2016-02-13T00:00:00.000,12206,4727.0,9432,3597,34838,23266,40348,58104,13029,
873,2253,17119,23297,2016-02-14T00:00:00.000,12229,4731.0,9461,3609,34920,23297,40416,58217,13070,
874,2263,17145,23310,2016-02-15T00:00:00.000,12239,4751.0,9500,3630,35026,23310,40455,58336,13130,
875,2261,17147,23318,2016-02-16T00:00:00.000,12238,4747.0,9512,3627,35033,23318,40465,58351,13139,
876,2251,17135,23289,2016-02-17T00:00:00.000,12225,4728.0,9540,3626,35029,23289,40424,58318,13166,
877,2238,17134,23285,2016-02-18T00:00:00.000,12226,4699.0,9524,3635,34992,23285,40419,58277,13159,
878,2244,17138,23295,2016-02-19T00:00:00.000,12230,4711.0,9478,3605,34932,23295,40433,58227,13083,
879,2235,17093,23226,2016-02-20T00:00:00.000,12195,4692.0,9428,3604,34817,23226,40319,58043,13032,
880,2229,17105,23233,2016-02-21T00:00:00.000,12204,4682.0,9503,3620,34910,23233,40338,58143,13123,
881,2236,17155,23258,2016-02-22T00:00:00.000,12234,4696.0,9546,3633,35030,23258,40413,58288,13179,
882,2238,17108,23221,2016-02-23T00:00:00.000,12202,4700.0,9577,3639,35024,23221,40329,58245,13216,
883,2231,17133,23221,2016-02-24T00:00:00.000,12220,4685.0,9550,3642,35010,23221,40354,58231,13192,
884,2233,17138,23209,2016-02-25T00:00:00.000,12229,4691.0,9544,3665,35038,23209,40347,58247,13209,
885,2226,17124,23187,2016-02-26T00:00:00.000,12216,4677.0,9512,3653,34966,23187,40311,58153,13165,
886,2229,17102,23143,2016-02-27T00:00:00.000,12208,4681.0,9440,3650,34873,23143,40245,58016,13090,
887,2221,17131,23165,2016-02-28T00:00:00.000,12228,4665.0,9479,3651,34926,23165,40296,58091,13130,
888,2228,17107,23130,2016-02-29T00:00:00.000,12211,4678.0,9520,3681,34986,23130,40237,58116,13201,
889,2228,17098,23114,2016-03-01T00:00:00.000,12206,4679.0,9495,3653,34925,23114,40212,58039,13148,
890,2234,17113,23122,2016-03-02T00:00:00.000,12215,4691.0,9513,3662,34979,23122,40235,58101,13175,
891,2233,17097,23088,2016-03-03T00:00:00.000,12205,4690.0,9529,3662,34978,23088,40185,58066,13191,
892,2237,17088,23079,2016-03-04T00:00:00.000,12202,4699.0,9496,3633,34916,23079,40167,57995,13129,
893,2235,17030,22988,2016-03-05T00:00:00.000,12163,4695.0,9483,3634,34842,22988,40018,57830,13117,
894,2235,17041,22985,2016-03-06T00:00:00.000,12167,4697.0,9512,3657,34907,22985,40026,57892,13169,
895,2247,17085,23034,2016-03-07T00:00:00.000,12195,4723.0,9554,3638,35000,23034,40119,58034,13192,
896,2242,17071,23008,2016-03-08T00:00:00.000,12188,4713.0,9532,3650,34966,23008,40079,57974,13182,
897,2247,17068,22990,2016-03-09T00:00:00.000,12189,4724.0,9506,3653,34951,22990,40058,57941,13159,
898,2250,17087,22981,2016-03-10T00:00:00.000,12195,4731.0,9460,3656,34934,22981,40068,57915,13116,
899,2250,17018,22882,2016-03-11T00:00:00.000,12141,4730.0,9446,3638,34832,22882,39900,57714,13084,
900,2246,16987,22831,2016-03-12T00:00:00.000,12124,4722.0,9433,3619,34761,22831,39818,57592,13052,
901,2255,17008,22841,2016-03-13T00:00:00.000,12136,4740.0,9474,3642,34864,22841,39849,57705,13116,
902,2252,17044,22863,2016-03-14T00:00:00.000,12155,4733.0,9520,3661,34958,22863,39907,57821,13181,
903,2252,17026,22854,2016-03-15T00:00:00.000,12144,4732.0,9527,3672,34957,22854,39880,57811,13199,
904,2252,17058,22890,2016-03-16T00:00:00.000,12172,4735.0,9512,3655,34960,22890,39948,57850,13167,
905,2251,17085,22875,2016-03-17T00:00:00.000,12184,4734.0,9475,3652,34946,22875,39960,57821,13127,
906,2254,17053,22848,2016-03-18T00:00:00.000,12160,4740.0,9455,3649,34897,22848,39901,57745,13104,
907,2245,17058,22844,2016-03-19T00:00:00.000,12161,4722.0,9450,3638,34868,22844,39902,57712,13088,
908,2252,17071,22863,2016-03-20T00:00:00.000,12174,4736.0,9534,3668,35009,22863,39934,57872,13202,
909,2249,17096,22914,2016-03-21T00:00:00.000,12187,4730.0,9568,3669,35063,22914,40010,57977,13237,
910,2248,17014,22812,2016-03-22T00:00:00.000,12124,4729.0,9599,3651,34993,22812,39826,57805,13250,
911,2259,17042,22842,2016-03-23T00:00:00.000,12153,4751.0,9567,3665,35025,22842,39884,57867,13232,
912,2247,17079,22865,2016-03-24T00:00:00.000,12185,4728.0,9524,3650,34981,22865,39944,57846,13174,
913,2249,17043,22795,2016-03-25T00:00:00.000,12163,4731.0,9467,3637,34878,22795,39838,57673,13104,
914,2248,17050,22783,2016-03-26T00:00:00.000,12156,4728.0,9504,3642,34924,22783,39833,57707,13146,
915,2251,17059,22783,2016-03-27T00:00:00.000,12162,4732.0,9502,3661,34954,22783,39842,57737,13163,
916,2246,17059,22798,2016-03-28T00:00:00.000,12160,4723.0,9574,3676,35032,22798,39857,57830,13250,
917,2250,17043,22764,2016-03-29T00:00:00.000,12144,4729.0,9591,3679,35042,22764,39807,57806,13270,
918,2260,17051,22769,2016-03-30T00:00:00.000,12153,4752.0,9576,3675,35054,22769,39820,57823,13251,
919,2255,17070,22807,2016-03-31T00:00:00.000,12171,4742.0,9471,3671,34954,22807,39877,57761,13142,
920,2255,17028,22757,2016-04-01T00:00:00.000,12155,4743.0,9327,3638,34736,22757,39785,57493,12965,
921,2258,17027,22770,2016-04-02T00:00:00.000,12151,4745.0,9357,3628,34757,22770,39797,57527,12985,
922,2259,17089,22836,2016-04-03T00:00:00.000,12192,4749.0,9450,3643,34931,22836,39925,57767,13093,
923,2265,17081,22864,2016-04-04T00:00:00.000,12189,4763.0,9542,3668,35054,22864,39945,57918,13210,
924,2267,17057,22818,2016-04-05T00:00:00.000,12182,4766.0,9531,3678,35032,22818,39875,57850,13209,
925,2270,17098,22854,2016-04-06T00:00:00.000,12209,4772.0,9509,3667,35046,22854,39952,57900,13176,
926,2277,17132,22874,2016-04-07T00:00:00.000,12233,4789.0,9519,3663,35103,22874,40006,57977,13182,
927,2278,17093,22811,2016-04-08T00:00:00.000,12209,4790.0,9449,3662,34994,22811,39904,57805,13111,
928,2275,17055,22765,2016-04-09T00:00:00.000,12196,4784.0,9445,3657,34941,22765,39820,57706,13102,
929,2290,17055,22746,2016-04-10T00:00:00.000,12192,4817.0,9496,3671,35039,22746,39801,57785,13167,
930,2291,17146,22837,2016-04-11T00:00:00.000,12249,4819.0,9502,3690,35157,22837,39983,57994,13192,
931,2293,17139,22820,2016-04-12T00:00:00.000,12261,4824.0,9521,3692,35176,22820,39959,57996,13213,
932,2288,17141,22829,2016-04-13T00:00:00.000,12263,4814.0,9473,3695,35123,22829,39970,57952,13168,
933,2286,17120,22814,2016-04-14T00:00:00.000,12248,4809.0,9502,3692,35123,22814,39934,57937,13194,
934,2282,17107,22796,2016-04-15T00:00:00.000,12243,4797.0,9416,3687,35007,22796,39903,57803,13103,
935,2277,17121,22798,2016-04-16T00:00:00.000,12251,4787.0,9350,3688,34946,22798,39919,57744,13038,
936,2280,17113,22791,2016-04-17T00:00:00.000,12246,4792.0,9423,3697,35025,22791,39904,57816,13120,
937,2280,17143,22805,2016-04-18T00:00:00.000,12261,4793.0,9472,3708,35116,22805,39948,57921,13180,
938,2272,17136,22774,2016-04-19T00:00:00.000,12254,4779.0,9465,3713,35093,22774,39910,57867,13178,
939,2271,17154,22778,2016-04-20T00:00:00.000,12264,4778.0,9441,3709,35082,22778,39932,57860,13150,
940,2270,17154,22770,2016-04-21T00:00:00.000,12266,4774.0,9431,3716,35075,22770,39924,57845,13147,
941,2280,17135,22719,2016-04-22T00:00:00.000,12253,4793.0,9359,3705,34992,22719,39854,57711,13064,
942,2270,17112,22701,2016-04-23T00:00:00.000,12243,4773.0,9364,3703,34952,22701,39813,57653,13067,
943,2279,17109,22709,2016-04-24T00:00:00.000,12246,4792.0,9424,3719,35044,22709,39818,57753,13143,
944,2286,17137,22718,2016-04-25T00:00:00.000,12264,4807.0,9449,3729,35122,22718,39855,57840,13178,
945,2286,17231,22834,2016-04-28T00:00:00.000,12334,4808.0,9499,3746,35284,22834,40065,58118,13245,
946,2287,17193,22775,2016-04-29T00:00:00.000,12305,4810.0,9357,3680,35040,22775,39968,57815,13037,
947,2285,17188,22770,2016-04-30T00:00:00.000,12299,4808.0,9347,3680,35023,22770,39958,57793,13027,
948,2291,17218,22808,2016-05-01T00:00:00.000,12321,4820.0,9447,3722,35207,22808,40026,58015,13169,
949,2294,17225,22783,2016-05-02T00:00:00.000,12324,4827.0,9441,3728,35221,22783,40008,58004,13169,
950,2291,17258,22824,2016-05-03T00:00:00.000,12347,4820.0,9424,3733,35235,22824,40082,58059,13157,
951,2282,17292,22842,2016-05-04T00:00:00.000,12369,4797.0,9427,3744,35260,22842,40134,58102,13171,
952,2284,17280,22838,2016-05-05T00:00:00.000,12369,4802.0,9392,3745,35219,22838,40118,58057,13137,
953,2289,17259,22821,2016-05-06T00:00:00.000,12359,4812.0,9377,3724,35172,22821,40080,57993,13101,
954,2280,17239,22783,2016-05-07T00:00:00.000,12348,4793.0,9345,3710,35087,22783,40022,57870,13055,
955,2279,17271,22830,2016-05-08T00:00:00.000,12379,4791.0,9392,3719,35173,22830,40101,58003,13111,
956,2290,17233,22793,2016-05-09T00:00:00.000,12345,4814.0,9437,3726,35210,22793,40026,58003,13163,
957,2293,17193,22726,2016-05-10T00:00:00.000,12327,4817.0,9395,3724,35129,22726,39919,57855,13119,
958,2295,17195,22746,2016-05-11T00:00:00.000,12338,4822.0,9322,3726,35065,22746,39941,57811,13048,
959,2294,17193,22749,2016-05-12T00:00:00.000,12337,4820.0,9370,3716,35099,22749,39942,57848,13086,
960,2297,17204,22778,2016-05-13T00:00:00.000,12351,4825.0,9369,3704,35102,22778,39982,57880,13073,
961,2283,17186,22757,2016-05-14T00:00:00.000,12336,4797.0,9347,3696,35026,22757,39943,57783,13043,
962,2280,17200,22775,2016-05-15T00:00:00.000,12349,4790.0,9427,3702,35119,22775,39975,57894,13129,
963,2291,17264,22833,2016-05-16T00:00:00.000,12388,4812.0,9408,3743,35227,22833,40097,58060,13151,
964,2298,17246,22832,2016-05-17T00:00:00.000,12382,4823.0,9423,3726,35218,22832,40078,58050,13149,
965,2299,17266,22867,2016-05-18T00:00:00.000,12398,4825.0,9460,3743,35294,22867,40133,58161,13203,
966,2303,17216,22791,2016-05-19T00:00:00.000,12368,4834.0,9455,3742,35247,22791,40007,58038,13197,
967,2310,17216,22786,2016-05-20T00:00:00.000,12359,4848.0,9374,3691,35129,22786,40002,57915,13065,
968,2300,17167,22733,2016-05-21T00:00:00.000,12322,4827.0,9383,3699,35076,22733,39900,57809,13082,
969,2307,17189,22751,2016-05-22T00:00:00.000,12341,4842.0,9418,3708,35157,22751,39940,57908,13126,
970,2319,17186,22744,2016-05-23T00:00:00.000,12343,4868.0,9450,3720,35224,22744,39930,57968,13170,
971,2320,17131,22699,2016-05-24T00:00:00.000,12311,4870.0,9452,3710,35163,22699,39830,57862,13162,
972,2326,17131,22692,2016-05-25T00:00:00.000,12320,4881.0,9418,3708,35138,22692,39823,57830,13126,
973,2316,17114,22665,2016-05-26T00:00:00.000,12314,4861.0,9393,3711,35079,22665,39779,57744,13104,
974,2315,17073,22605,2016-05-27T00:00:00.000,12283,4860.0,9363,3700,34996,22605,39678,57601,13063,
975,2320,17049,22596,2016-05-28T00:00:00.000,12264,4870.0,9279,3682,34880,22596,39645,57476,12961,
976,2328,17096,22638,2016-05-29T00:00:00.000,12293,4887.0,9315,3700,34998,22638,39734,57636,13015,
977,2330,17072,22611,2016-05-30T00:00:00.000,12279,4890.0,9356,3715,35033,22611,39683,57644,13071,
978,2331,17106,22631,2016-06-01T00:00:00.000,12304,4894.0,9299,3711,35010,22631,39737,57641,13010,
979,2333,17129,22653,2016-06-02T00:00:00.000,12322,4897.0,9340,3719,35085,22653,39782,57738,13059,
980,2343,17114,22625,2016-06-03T00:00:00.000,12317,4918.0,9249,3713,34994,22625,39739,57619,12962,
981,2338,17111,22628,2016-06-04T00:00:00.000,12313,4907.0,9274,3700,34992,22628,39739,57620,12974,
982,2345,17174,22680,2016-06-05T00:00:00.000,12354,4921.0,9359,3719,35173,22680,39854,57853,13078,
983,2356,17152,22649,2016-06-06T00:00:00.000,12339,4944.0,9366,3728,35190,22649,39801,57839,13094,
984,2353,17125,22617,2016-06-07T00:00:00.000,12336,4941.0,9358,3733,35157,22617,39742,57774,13091,
985,2355,17145,22666,2016-06-08T00:00:00.000,12358,4942.0,9404,3756,35247,22666,39811,57913,13160,
986,2353,17186,22707,2016-06-09T00:00:00.000,12382,4937.0,9383,3744,35250,22707,39893,57957,13127,
987,2351,17215,22731,2016-06-10T00:00:00.000,12399,4931.0,9284,3530,34960,22731,39946,57691,12814,
988,2350,17176,22651,2016-06-11T00:00:00.000,12373,4929.0,9242,3694,35041,22651,39827,57692,12936,
989,2347,17199,22687,2016-06-12T00:00:00.000,12393,4923.0,9336,3726,35184,22687,39886,57871,13062,
990,2345,17198,22679,2016-06-13T00:00:00.000,12387,4917.0,9366,3752,35233,22679,39877,57912,13118,
991,2351,17204,22651,2016-06-14T00:00:00.000,12385,4926.0,9361,3766,35257,22651,39855,57908,13127,
992,2350,17231,22655,2016-06-15T00:00:00.000,12404,4928.0,9351,3758,35268,22655,39886,57923,13109,
993,2350,17248,22683,2016-06-16T00:00:00.000,12413,4926.0,9356,3749,35279,22683,39931,57962,13105,
994,2348,17231,22695,2016-06-17T00:00:00.000,12407,4924.0,9295,3748,35198,22695,39926,57893,13043,
995,2341,17223,22672,2016-06-18T00:00:00.000,12398,4910.0,9257,3717,35107,22672,39895,57779,12974,
996,2347,17219,22668,2016-06-19T00:00:00.000,12398,4922.0,9314,3750,35205,22668,39887,57873,13064,
997,2352,17202,22666,2016-06-20T00:00:00.000,12385,4931.0,9367,3758,35258,22666,39868,57924,13125,
998,2347,17173,22629,2016-06-21T00:00:00.000,12360,4923.0,9355,3759,35210,22629,39802,57839,13114,
999,2346,17166,22614,2016-06-22T00:00:00.000,12359,,9309,3779,35173,22614,39780,57787,13088,4919.0
